,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
617487,28/03/2017 18:52,28/03/2017 18:59,436.009,5th & K St NW,Florida Ave & R St NW,Subscriber
697624,5/04/2017 5:12,5/04/2017 5:34,1274.961,Georgetown Harbor / 30th St NW,Lamont & Mt Pleasant NW,Subscriber
1728673,29/06/2017 6:11,29/06/2017 6:24,752.255,19th & K St NW,Connecticut Ave & R St NW,Subscriber
781744,12/04/2017 5:07,12/04/2017 5:11,290.645,5th & K St NW,10th & K St NW,Subscriber
875230,18/04/2017 9:04,18/04/2017 9:15,687.831,3rd & Tingey St SE,Columbus Circle / Union Station,Subscriber
1471224,9/06/2017 11:23,9/06/2017 11:46,1394.966,North Capitol St & F St NW,10th & K St NW,Customer
1729539,29/06/2017 6:38,29/06/2017 6:39,78.353,Independence Ave & L'Enfant Plaza SW/DOE,USDA / 12th & Independence Ave SW,Subscriber
1147478,14/05/2017 6:27,14/05/2017 7:02,2053.095,Lincoln Memorial,Jefferson Dr & 14th St SW,Customer
1100206,9/05/2017 5:55,9/05/2017 6:10,869.048,Florida Ave & R St NW,18th St & Wyoming Ave NW,Subscriber
139743,26/01/2017 14:02,26/01/2017 14:11,512.464,Massachusetts Ave & Dupont Circle NW,23rd & E St NW ,Subscriber
1414916,5/06/2017 8:42,5/06/2017 8:46,226.861,Convention Center / 7th & M St NW,7th & R St NW / Shaw Library,Subscriber
1152144,14/05/2017 11:49,14/05/2017 2:20,9074.319,17th & K St NW,15th & K St NW,Customer
36160,9/01/2017 19:10,9/01/2017 19:15,297.398,Madison & Fairfax St,Madison & N Henry St,Subscriber
1534140,14/06/2017 8:55,14/06/2017 9:10,927.508,Barton St & 10th St N,37th & O St NW / Georgetown University,Subscriber
503740,16/03/2017 8:43,16/03/2017 8:47,251.918,M St & Delaware Ave NE,3rd & H St NE,Subscriber
655599,1/04/2017 11:46,1/04/2017 11:51,299.602,New Hampshire Ave & 24th St NW,M St & Pennsylvania Ave NW,Subscriber
1135120,13/05/2017 4:16,13/05/2017 4:23,422.681,5th St & Massachusetts Ave NW,3rd & H St NE,Subscriber
795372,13/04/2017 4:23,13/04/2017 4:39,937.75,11th & H St NE,3rd & Tingey St SE,Subscriber
108558,21/01/2017 14:08,21/01/2017 14:13,297.206,Mount Vernon Ave & Kennedy St,Mount Vernon Ave & Kennedy St,Customer
1403756,4/06/2017 10:28,4/06/2017 11:22,3253.327,Clarendon Metro / Wilson Blvd & N Highland St,14th St & Spring Rd NW,Customer
405939,1/03/2017 16:12,1/03/2017 16:14,119.868,22nd & I St NW / Foggy Bottom,New Hampshire Ave & 24th St NW,Subscriber
49667,12/01/2017 0:10,12/01/2017 0:31,1288.95,Jefferson Memorial,Jefferson Dr & 14th St SW,Subscriber
1453670,8/06/2017 8:22,8/06/2017 8:29,418.893,14th & V St NW,17th St & Massachusetts Ave NW,Subscriber
1142054,14/05/2017 1:55,14/05/2017 2:04,512.374,Wisconsin Ave & Ingomar St NW,Wisconsin Ave & Ingomar St NW,Subscriber
925146,23/04/2017 5:48,23/04/2017 6:00,703.13,Calvert St & Woodley Pl NW,18th St & Wyoming Ave NW,Customer
1382824,3/06/2017 2:59,3/06/2017 4:35,5743.426,34th & Water St NW,Market Square / King St & Royal St,Customer
459717,8/03/2017 17:32,8/03/2017 17:38,325.046,1st & M St NE,North Capitol St & F St NW,Subscriber
450205,7/03/2017 17:32,7/03/2017 17:46,836.112,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Columbus Circle / Union Station,Customer
213602,6/02/2017 17:55,6/02/2017 18:05,577.854,5th St & Massachusetts Ave NW,1st & Rhode Island Ave NW,Subscriber
786414,12/04/2017 7:33,12/04/2017 7:48,920.792,15th & P St NW,23rd & E St NW ,Subscriber
160416,29/01/2017 16:57,29/01/2017 17:03,357.965,15th St & Massachusetts Ave SE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
1116517,10/05/2017 7:49,10/05/2017 7:57,488.209,George Mason Dr & Wilson Blvd,Wilson Blvd & N Quincy St,Subscriber
728880,8/04/2017 7:10,8/04/2017 8:32,4875.76,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
217257,7/02/2017 8:12,7/02/2017 8:18,367.596,22nd & P ST NW,Wisconsin Ave & O St NW,Subscriber
1243269,21/05/2017 12:47,21/05/2017 1:06,1135.125,5th St & Massachusetts Ave NW,3rd & G St SE,Subscriber
14801,4/01/2017 17:48,4/01/2017 17:53,279.516,18th & M St NW,14th & L St NW,Subscriber
216154,7/02/2017 6:33,7/02/2017 6:36,156.951,Eckington Pl & Q St NE,M St & Delaware Ave NE,Subscriber
1131827,12/05/2017 11:37,12/05/2017 12:36,3553.74,4th St & Madison Dr NW,4th St & Madison Dr NW,Customer
105908,21/01/2017 9:41,21/01/2017 9:58,990.367,4th & Kennedy St NW,Georgia & New Hampshire Ave NW,Customer
701307,5/04/2017 7:15,5/04/2017 7:21,368.19,Columbus Circle / Union Station,Columbus Circle / Union Station,Subscriber
144357,27/01/2017 7:18,27/01/2017 7:22,249.858,1st & K St SE,1st & D St SE,Subscriber
1415951,5/06/2017 9:38,5/06/2017 9:47,528.681,Connecticut & Nebraska Ave NW,Wisconsin Ave & Newark St NW,Subscriber
1471715,9/06/2017 11:53,9/06/2017 11:58,287.001,Wilson Blvd & N Uhle St,Clarendon Blvd & Pierce St,Subscriber
1315708,28/05/2017 11:44,28/05/2017 12:35,3102.637,8th & H St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
863943,17/04/2017 11:19,17/04/2017 11:33,873.05,Massachusetts Ave & Dupont Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
511103,17/03/2017 14:24,17/03/2017 14:39,880.596,Jefferson Memorial,Jefferson Dr & 14th St SW,Customer
619006,28/03/2017 21:13,28/03/2017 21:38,1537.09,15th & F St NE,6th & K St NE,Subscriber
585150,25/03/2017 16:07,25/03/2017 16:30,1338.154,Smithsonian-National Mall / Jefferson Dr & 12th St SW,D St & Maryland Ave NE,Customer
1400658,4/06/2017 7:12,4/06/2017 7:28,990.563,Fairfax Dr & Kenmore St,N Lynn St & Fairfax Dr,Subscriber
1405657,4/06/2017 12:05,4/06/2017 1:24,4720.61,Saint Asaph & Madison St,Saint Asaph & Madison St,Customer
684351,4/04/2017 4:58,4/04/2017 5:15,984.927,Thomas Circle,Lamont & Mt Pleasant NW,Subscriber
496865,13/03/2017 18:24,13/03/2017 18:27,184.288,12th & Irving St NE,10th & Monroe St NE,Subscriber
168309,31/01/2017 8:23,31/01/2017 8:34,656.893,15th & Euclid St  NW,25th St & Pennsylvania Ave NW,Subscriber
436246,6/03/2017 8:05,6/03/2017 8:14,522.118,15th & F St NE,Columbus Circle / Union Station,Subscriber
1279668,25/05/2017 8:38,25/05/2017 8:51,742.386,Neal St & Trinidad Ave NE,Washington & Independence Ave SW/HHS,Subscriber
1198235,18/05/2017 6:44,18/05/2017 7:37,3188.571,Washington Adventist U / Flower Ave & Division St,Georgia Ave and Fairmont St NW,Subscriber
892775,20/04/2017 4:52,20/04/2017 5:03,653.207,15th & L St NW,3rd & H St NE,Subscriber
110330,21/01/2017 16:22,21/01/2017 16:26,230.906,15th & East Capitol St NE,15th & F St NE,Subscriber
62838,13/01/2017 14:28,13/01/2017 14:42,804.823,North Capitol St & F St NW,1st & K St SE,Subscriber
1126697,12/05/2017 3:02,12/05/2017 3:07,319.591,Constitution Ave & 2nd St NW/DOL,Washington & Independence Ave SW/HHS,Subscriber
1694329,27/06/2017 1:50,27/06/2017 2:35,2676.752,Washington & Independence Ave SW/HHS,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
115918,22/01/2017 17:32,22/01/2017 17:54,1363.334,20th St & Florida Ave NW,14th & V St NW,Customer
1576327,17/06/2017 12:34,17/06/2017 12:45,696.482,3rd & Tingey St SE,3rd & Tingey St SE,Subscriber
1524693,14/06/2017 2:10,14/06/2017 2:11,94.76,Ballenger Ave & Dulaney St,Duke St & John Carlyle St,Subscriber
762168,10/04/2017 11:53,10/04/2017 12:14,1257.868,Jefferson Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1176195,16/05/2017 8:34,16/05/2017 8:44,615.533,Columbia & Ontario Rd NW,Georgia & New Hampshire Ave NW,Subscriber
1473515,10/06/2017 1:37,10/06/2017 1:48,670.086,Union Market/6th St & Neal Pl NE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
1466447,9/06/2017 7:44,9/06/2017 7:55,648.734,Columbia & Ontario Rd NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
489848,12/03/2017 16:49,12/03/2017 17:44,3323.529,4th St & Madison Dr NW,Jefferson Dr & 14th St SW,Customer
1109685,10/05/2017 3:16,10/05/2017 3:30,831.737,Lincoln Memorial,8th & D St NW,Subscriber
1468182,9/06/2017 8:38,9/06/2017 9:00,1372.912,15th & P St NW,Constitution Ave & 2nd St NW/DOL,Subscriber
863414,17/04/2017 10:16,17/04/2017 10:25,541.875,15th St & Massachusetts Ave SE,Columbus Circle / Union Station,Subscriber
534340,20/03/2017 16:47,20/03/2017 16:56,536.791,14th & Rhode Island Ave NW,19th St & Pennsylvania Ave NW,Subscriber
559184,23/03/2017 8:58,23/03/2017 9:17,1173.016,14th & Irving St NW,20th & L St NW,Subscriber
1354744,1/06/2017 4:22,1/06/2017 4:40,1096.046,Constitution Ave & 2nd St NW/DOL,2nd St & Seaton Pl NE,Subscriber
1017880,1/05/2017 6:34,1/05/2017 6:46,692.411,Takoma Metro,Washington Adventist U / Flower Ave & Division St,Customer
136399,26/01/2017 7:18,26/01/2017 7:30,702.08,12th & Irving St NE,M St & Delaware Ave NE,Subscriber
209076,6/02/2017 8:35,6/02/2017 8:47,748.211,20th & L St NW,22nd St & Constitution Ave NW,Subscriber
1711274,28/06/2017 4:29,28/06/2017 5:06,2177.17,17th St & Independence Ave SW,Jefferson Dr & 14th St SW,Customer
1646716,23/06/2017 8:23,23/06/2017 8:43,1200.064,Wisconsin Ave & O St NW,21st & I St NW,Customer
240236,9/02/2017 17:41,9/02/2017 17:44,222.871,North Capitol St & G Pl NE,1st & H St NW,Subscriber
701574,5/04/2017 7:24,5/04/2017 7:30,373.217,10th & K St NW,15th & K St NW,Subscriber
990450,29/04/2017 5:52,29/04/2017 6:12,1246.28,Jefferson Memorial,Lincoln Memorial,Customer
1587606,18/06/2017 12:38,18/06/2017 12:59,1264.716,Lincoln Memorial,Hains Point/Buckeye & Ohio Dr SW,Customer
171637,31/01/2017 17:04,31/01/2017 17:08,245.787,10th & K St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1690144,26/06/2017 8:47,26/06/2017 9:01,831.624,Lincoln Park / 13th & East Capitol St NE ,Good Hope Rd & MLK Ave SE,Subscriber
1442882,7/06/2017 10:42,7/06/2017 11:15,2009.992,14th & Harvard St NW,17th & G St NW,Subscriber
1583369,18/06/2017 8:36,18/06/2017 9:00,1423.685,Georgia Ave & Piney Branch Rd NW,Georgia Ave & Piney Branch Rd NW,Customer
594752,26/03/2017 14:25,26/03/2017 14:55,1790.204,Eastern Market / 7th & North Carolina Ave SE,12th & Irving St NE,Subscriber
1403326,4/06/2017 10:05,4/06/2017 10:11,367.708,3rd & Tingey St SE,4th & M St SW,Subscriber
1520965,13/06/2017 8:52,13/06/2017 9:02,584.476,M St & Delaware Ave NE,5th & K St NW,Subscriber
1361846,1/06/2017 8:21,1/06/2017 8:31,609.371,4th & E St SW,1st & N St  SE,Subscriber
1689360,26/06/2017 8:21,26/06/2017 8:53,1947.243,Lincoln Memorial,Jefferson Memorial,Customer
713529,6/04/2017 9:58,6/04/2017 10:07,535.187,17th St & Massachusetts Ave NW,13th St & New York Ave NW,Subscriber
681911,4/04/2017 1:46,4/04/2017 2:07,1276.262,21st & I St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
1215221,19/05/2017 9:13,19/05/2017 9:54,2426.479,M St & Pennsylvania Ave NW,17th St & Independence Ave SW,Customer
1274029,24/05/2017 11:08,24/05/2017 11:12,277.032,3rd & H St NE,D St & Maryland Ave NE,Subscriber
195289,3/02/2017 17:14,3/02/2017 17:25,653.614,17th & Rhode Island Ave NW,10th & U St NW,Subscriber
1671037,25/06/2017 5:18,25/06/2017 5:25,435.628,10th & U St NW,Rhode Island & Connecticut Ave NW,Subscriber
427039,4/03/2017 13:16,4/03/2017 13:41,1451.079,3rd & H St NE,18th & C St NW,Subscriber
71301,15/01/2017 14:30,15/01/2017 14:51,1207.94,S Troy St & 26th St S,Pentagon City Metro / 12th & S Hayes St,Customer
381583,26/02/2017 13:56,26/02/2017 14:14,1082.536,17th & G St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
225064,7/02/2017 20:46,7/02/2017 20:54,488.171,Fort Totten Metro,4th & Kennedy St NW,Subscriber
1562651,16/06/2017 11:41,16/06/2017 2:29,10115.323,USDA / 12th & Independence Ave SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1038131,3/05/2017 3:17,3/05/2017 3:41,1426.275,3rd & H St NE,Georgetown Harbor / 30th St NW,Subscriber
893151,20/04/2017 5:08,20/04/2017 5:14,379.647,Eastern Market Metro / Pennsylvania Ave & 7th St SE,13th & D St NE,Subscriber
1539956,15/06/2017 4:46,15/06/2017 4:54,515.798,15th & L St NW,20th & E St NW,Subscriber
458650,8/03/2017 16:40,8/03/2017 16:56,948.191,4th & W St NE,Maryland Ave & E St NE,Subscriber
1558118,16/06/2017 7:28,16/06/2017 7:40,758.464,Columbus Circle / Union Station,14th & D St NW / Ronald Reagan Building,Customer
1735339,29/06/2017 9:46,29/06/2017 9:52,331.47,Clarendon Blvd & N Fillmore St,Lee Hwy & N Kirkwood Rd,Subscriber
248128,11/02/2017 9:06,11/02/2017 9:25,1122.266,15th & Euclid St  NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
330140,21/02/2017 11:10,21/02/2017 11:57,2820.184,20th & E St NW,22nd & I St NW / Foggy Bottom,Customer
336977,22/02/2017 7:35,22/02/2017 7:44,541.265,Metro Center / 12th & G St NW,North Capitol St & G Pl NE,Subscriber
1614618,21/06/2017 5:16,21/06/2017 5:25,499.019,7th & T St NW,15th & P St NW,Subscriber
604479,27/03/2017 17:25,27/03/2017 17:48,1365.434,39th & Veazey St NW,34th St & Wisconsin Ave NW,Subscriber
914424,21/04/2017 11:39,21/04/2017 11:58,1137.89,Jefferson Memorial,17th St & Independence Ave SW,Customer
1713766,28/06/2017 5:56,28/06/2017 6:12,1000.486,14th & Rhode Island Ave NW,6th St & Indiana Ave NW,Subscriber
21340,5/01/2017 17:57,5/01/2017 18:10,759.657,17th & Rhode Island Ave NW,Thomas Circle,Subscriber
808156,14/04/2017 1:11,14/04/2017 1:31,1164.025,3rd & Tingey St SE,15th & East Capitol St NE,Subscriber
385932,27/02/2017 7:54,27/02/2017 7:58,238.868,Powhatan St & Bashford Ln,Braddock Rd Metro,Subscriber
849872,16/04/2017 9:45,16/04/2017 10:14,1688.899,4th St & Madison Dr NW,14th & G St NW,Customer
1540268,15/06/2017 5:01,15/06/2017 5:15,840.15,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Dr & 14th St SW,Customer
719837,7/04/2017 9:07,7/04/2017 9:10,142.99,1st & K St SE,3rd & Tingey St SE,Subscriber
1067959,5/05/2017 10:07,5/05/2017 10:13,332.157,Lincoln Park / 13th & East Capitol St NE ,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
451380,7/03/2017 19:09,7/03/2017 19:13,267.933,15th & W St NW,12th & U St NW,Subscriber
254089,11/02/2017 21:19,11/02/2017 21:24,310.367,Wisconsin Ave & Brandywine St NW,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Customer
1074773,6/05/2017 12:48,6/05/2017 12:52,212.672,Neal St & Trinidad Ave NE,Gallaudet / 8th St & Florida Ave NE,Subscriber
343269,22/02/2017 18:06,22/02/2017 18:20,807.496,Kennedy Center,Lincoln Memorial,Customer
684672,4/04/2017 5:10,4/04/2017 5:12,111.756,Convention Center / 7th & M St NW,8th & O St NW,Subscriber
620496,29/03/2017 7:32,29/03/2017 7:36,239.156,California St & Florida Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1580459,18/06/2017 4:57,18/06/2017 5:11,860.403,7th & T St NW,Columbia & Ontario Rd NW,Subscriber
660994,2/04/2017 3:57,2/04/2017 4:53,3365.061,L'Enfant Plaza / 7th & C St SW,L'Enfant Plaza / 7th & C St SW,Customer
449801,7/03/2017 17:04,7/03/2017 17:10,366.044,8th & H St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1424288,6/06/2017 7:00,6/06/2017 7:11,653.441,22nd & I St NW / Foggy Bottom,14th & Rhode Island Ave NW,Subscriber
1581396,18/06/2017 6:07,18/06/2017 6:18,655.98,15th & L St NW,16th & Harvard St NW,Subscriber
15351,4/01/2017 18:25,4/01/2017 18:38,737.032,17th & K St NW / Farragut Square,1st & O St NW,Subscriber
704304,5/04/2017 8:50,5/04/2017 8:57,446.546,10th & U St NW,14th & R St NW,Customer
239278,9/02/2017 15:26,9/02/2017 15:50,1435.666,M St & Pennsylvania Ave NW,3rd & Elm St NW,Subscriber
556656,22/03/2017 20:21,22/03/2017 20:23,122.393,Pentagon City Metro / 12th & S Hayes St,S Joyce & 16th St S,Subscriber
824538,15/04/2017 1:21,15/04/2017 1:49,1654.035,Jefferson Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1256755,23/05/2017 5:54,23/05/2017 6:08,802.053,North Capitol St & F St NW,Bladensburg Rd & Benning Rd NE,Subscriber
450631,7/03/2017 17:55,7/03/2017 18:11,927.527,25th St & Pennsylvania Ave NW,11th & M St NW,Subscriber
1577022,18/06/2017 1:11,18/06/2017 1:27,954.842,18th St & Wyoming Ave NW,3rd & Elm St NW,Subscriber
1721893,28/06/2017 10:24,28/06/2017 10:28,266.287,22nd & P ST NW,25th St & Pennsylvania Ave NW,Subscriber
1030716,2/05/2017 7:15,2/05/2017 7:37,1313.341,6th & H St NE,Potomac & Pennsylvania Ave SE,Customer
788032,12/04/2017 8:17,12/04/2017 8:37,1170.624,New Jersey Ave & R St NW,22nd & I St NW / Foggy Bottom,Subscriber
789737,12/04/2017 9:16,12/04/2017 9:26,572.501,15th & P St NW,Convention Center / 7th & M St NW,Customer
1717395,28/06/2017 7:45,28/06/2017 7:59,832.249,Harvard St & Adams Mill Rd NW,1st & Washington Hospital Center NW,Subscriber
546084,21/03/2017 18:08,21/03/2017 18:14,391.217,20th & O St NW / Dupont South,California St & Florida Ave NW,Subscriber
60145,13/01/2017 8:23,13/01/2017 8:30,416.821,New Jersey Ave & N St NW/Dunbar HS,Metro Center / 12th & G St NW,Subscriber
1456615,8/06/2017 10:42,8/06/2017 11:13,1808.682,Columbia Pike & S Orme St,Lincoln Memorial,Customer
1395701,4/06/2017 2:17,4/06/2017 3:28,4277.384,Market Square / King St & Royal St,Braddock Rd Metro,Customer
824262,15/04/2017 1:10,15/04/2017 2:14,3874.932,17th & G St NW,17th & G St NW,Customer
487764,12/03/2017 12:16,12/03/2017 12:57,2508.896,17th & G St NW,Lincoln Memorial,Customer
734249,9/04/2017 1:04,9/04/2017 1:46,2488.933,Bethesda Ave & Arlington Rd,34th & Water St NW,Subscriber
21144,5/01/2017 17:41,5/01/2017 17:43,136.188,14th & D St NW / Ronald Reagan Building,14th & G St NW,Subscriber
1496570,11/06/2017 10:35,11/06/2017 10:42,428.478,Metro Center / 12th & G St NW,4th & D St NW / Judiciary Square,Subscriber
1184844,17/05/2017 6:22,17/05/2017 6:29,382.842,21st St & Constitution Ave NW,17th & G St NW,Customer
120,1/01/2017 1:29,1/01/2017 1:37,463.848,4th & M St SW,3rd & G St SE,Subscriber
1382882,3/06/2017 3:02,3/06/2017 3:30,1684.476,18th & C St NW,New York Ave & 15th St NW,Customer
1389058,3/06/2017 8:51,3/06/2017 9:06,933.22,Potomac & Pennsylvania Ave SE,Randle Circle & Minnesota Ave SE,Subscriber
470990,9/03/2017 17:03,9/03/2017 17:12,577.662,18th St & Pennsylvania Ave NW,New Hampshire Ave & T St NW,Subscriber
8148,3/01/2017 18:10,3/01/2017 18:23,824.176,13th & H St NE,New Jersey Ave & R St NW,Subscriber
1703686,27/06/2017 8:21,27/06/2017 8:39,1088.355,14th & R St NW,2nd St & Seaton Pl NE,Subscriber
1595770,19/06/2017 10:16,19/06/2017 10:32,985.359,4th St & Madison Dr NW,10th St & Constitution Ave NW,Customer
1497275,11/06/2017 11:15,11/06/2017 11:49,2039.001,Henry Bacon Dr & Lincoln Memorial Circle NW,USDA / 12th & Independence Ave SW,Customer
641903,30/03/2017 20:25,30/03/2017 21:22,3441.922,4th & E St SW,4th & E St SW,Customer
585414,25/03/2017 16:19,25/03/2017 17:17,3478.814,Jefferson Dr & 14th St SW,17th St & Independence Ave SW,Customer
1073943,6/05/2017 11:03,6/05/2017 11:30,1622.773,Wisconsin Ave & Newark St NW,20th & L St NW,Customer
1521270,13/06/2017 9:05,13/06/2017 9:20,936.181,Good Hope Rd & 14th St SE,1st & D St SE,Subscriber
187523,2/02/2017 16:23,2/02/2017 16:31,508.615,Monroe Ave & Leslie Ave,Mount Vernon Ave & Kennedy St,Subscriber
1634176,22/06/2017 8:16,22/06/2017 8:30,811.714,6th & H St NE,10th & E St NW,Subscriber
336992,22/02/2017 7:36,22/02/2017 7:40,244.55,Braddock Rd Metro,Saint Asaph St & Pendleton  St,Subscriber
61102,13/01/2017 9:26,13/01/2017 9:31,325.41,Pentagon City Metro / 12th & S Hayes St,Crystal City Metro / 18th & Bell St,Subscriber
953661,26/04/2017 8:53,26/04/2017 9:00,440.869,6th & K St NE,North Capitol St & F St NW,Subscriber
721107,7/04/2017 11:50,7/04/2017 11:54,245.314,New Hampshire Ave & T St NW,17th St & Massachusetts Ave NW,Subscriber
54730,12/01/2017 16:37,12/01/2017 16:45,471.775,Columbus Circle / Union Station,3rd & D St SE,Subscriber
320619,20/02/2017 12:45,20/02/2017 12:55,608.25,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Memorial,Customer
742194,9/04/2017 6:20,9/04/2017 6:48,1694.328,14th St & Colorado Ave NW,East West Hwy & 16th St,Subscriber
1494389,11/06/2017 8:22,11/06/2017 10:00,5887.109,1st & D St SE,Jefferson Memorial,Customer
728429,8/04/2017 6:40,8/04/2017 6:46,367.828,Adams Mill & Columbia Rd NW,14th & Irving St NW,Subscriber
1646621,23/06/2017 8:20,23/06/2017 8:27,407.644,8th & O St NW,3rd & Elm St NW,Subscriber
1713365,28/06/2017 5:45,28/06/2017 6:30,2724.181,20th St & Florida Ave NW,20th St & Florida Ave NW,Customer
1271371,24/05/2017 8:27,24/05/2017 8:49,1334.484,Eckington Pl & Q St NE,18th & R St NW,Subscriber
1359874,1/06/2017 7:25,1/06/2017 7:27,163.192,18th St & Wyoming Ave NW,20th St & Florida Ave NW,Subscriber
1462337,9/06/2017 5:12,9/06/2017 5:16,274.462,California St & Florida Ave NW,20th St & Florida Ave NW,Subscriber
817039,14/04/2017 7:32,14/04/2017 7:47,927.263,Gallaudet / 8th St & Florida Ave NE,3rd & Tingey St SE,Subscriber
1704486,27/06/2017 8:40,27/06/2017 8:49,552.273,37th & O St NW / Georgetown University,Lynn & 19th St North,Subscriber
1498010,11/06/2017 11:58,11/06/2017 12:25,1593.758,Calvert St & Woodley Pl NW,31st & Water St NW,Subscriber
1542455,15/06/2017 6:11,15/06/2017 6:18,384.608,Cordell & Norfolk Ave,Bethesda Ave & Arlington Rd,Customer
914273,21/04/2017 11:29,21/04/2017 11:44,913.055,Long Bridge Park/Long Bridge Dr & 6th St S,12th & Army Navy Dr,Customer
478525,10/03/2017 14:32,10/03/2017 14:38,342.496,24th & N St NW,18th & M St NW,Subscriber
257697,12/02/2017 16:25,12/02/2017 16:43,1047.402,16th & Harvard St NW,5th St & Massachusetts Ave NW,Subscriber
998938,29/04/2017 12:55,29/04/2017 1:03,493.597,Lincoln Memorial,17th St & Independence Ave SW,Customer
221798,7/02/2017 17:09,7/02/2017 17:22,788.201,10th & E St NW,California St & Florida Ave NW,Subscriber
131277,25/01/2017 15:31,25/01/2017 15:38,423.092,17th & K St NW / Farragut Square,New Hampshire Ave & T St NW,Subscriber
1286441,26/05/2017 5:16,26/05/2017 5:21,345.923,Bladensburg Rd & Benning Rd NE,2nd & G St NE,Subscriber
1142869,14/05/2017 2:32,14/05/2017 2:45,735.36,Lincoln Memorial,Jefferson Dr & 14th St SW,Subscriber
1470630,9/06/2017 10:41,9/06/2017 11:12,1879.406,14th & L St NW,18th & C St NW,Customer
742305,9/04/2017 6:25,9/04/2017 6:47,1306.023,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1678317,25/06/2017 12:12,25/06/2017 12:18,381.081,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Lincoln Memorial,Customer
1396967,4/06/2017 3:21,4/06/2017 3:27,362.149,7th & T St NW,14th & R St NW,Subscriber
693189,4/04/2017 11:30,4/04/2017 11:37,387.632,14th St & New York Ave NW,15th & P St NW,Subscriber
1204883,18/05/2017 12:35,18/05/2017 1:04,1715.82,4th St & Madison Dr NW,3rd & D St SE,Customer
1478080,10/06/2017 5:36,10/06/2017 5:51,904.566,1st & Rhode Island Ave NW,18th St & Wyoming Ave NW,Subscriber
598391,27/03/2017 7:33,27/03/2017 7:38,289.032,20th St & Florida Ave NW,17th & Corcoran St NW,Subscriber
206457,5/02/2017 17:55,5/02/2017 18:15,1205.644,14th & Belmont St NW,6th St & Indiana Ave NW,Subscriber
638611,30/03/2017 16:53,30/03/2017 17:06,809.147,3rd & Tingey St SE,3rd & H St NE,Subscriber
1123093,11/05/2017 6:44,11/05/2017 6:50,355.609,6th & K St NE,Columbus Circle / Union Station,Customer
881403,19/04/2017 5:34,19/04/2017 5:44,610.586,27th & Crystal Dr,Mount Vernon Ave & Four Mile Run Park,Subscriber
726206,8/04/2017 4:33,8/04/2017 4:36,212.206,11th & Kenyon St NW,10th & Florida Ave NW,Subscriber
102981,20/01/2017 17:51,20/01/2017 17:54,174.716,Eastern Market / 7th & North Carolina Ave SE,3rd & D St SE,Subscriber
1562550,16/06/2017 11:30,16/06/2017 11:34,266.88,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Potomac & Pennsylvania Ave SE,Customer
919008,22/04/2017 10:42,22/04/2017 10:48,350.166,13th & D St NE,6th & H St NE,Subscriber
91101,18/01/2017 21:30,18/01/2017 21:34,214.85,16th & K St NW,12th & L St NW,Subscriber
99870,20/01/2017 10:03,20/01/2017 10:14,675.773,19th & L St NW,19th St & Constitution Ave NW,Customer
1607788,20/06/2017 8:49,20/06/2017 9:24,2116.131,Jefferson Dr & 14th St SW,17th St & Independence Ave SW,Customer
1458457,9/06/2017 1:23,9/06/2017 1:49,1534.318,4th & C St SW,14th & G St NW,Customer
103699,20/01/2017 20:06,20/01/2017 20:15,590.855,Columbus Circle / Union Station,Bladensburg Rd & Benning Rd NE,Customer
219822,7/02/2017 13:22,7/02/2017 13:27,263.764,4th & E St SW,4th & M St SW,Subscriber
1119113,10/05/2017 9:23,10/05/2017 9:26,212.877,10th & K St NW,13th St & New York Ave NW,Subscriber
235647,8/02/2017 20:34,8/02/2017 20:46,725.141,16th & Harvard St NW,7th & R St NW / Shaw Library,Subscriber
885569,19/04/2017 8:13,19/04/2017 8:17,242.169,15th & Euclid St  NW,14th & Irving St NW,Subscriber
509962,17/03/2017 11:07,17/03/2017 11:36,1758.344,8th & O St NW,11th & O St NW,Subscriber
